trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1493,True,"{'a': 0, 'e': 0}",25,0,0.5304565926295604,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
1494,True,"{'a': 0, 'e': 0}",20,0,-18.936031505798173,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
1495,True,"{'a': 0, 'e': 0}",20,0,26.24281171326165,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1496,True,"{'a': 0, 'e': 0}",30,0,-43.61518214782336,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
1497,True,"{'a': 0, 'e': 0}",20,0,16.292684492218996,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1498,True,"{'a': 0, 'e': 0}",25,0,-6.771872907126673,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
1499,True,"{'a': 0, 'e': 0}",20,10,-25.755388744572016,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1500,True,"{'a': 0, 'e': 0}",20,0,1.4413463266354125,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
1501,True,"{'a': 0, 'e': 0}",20,0,-3.0742125982891033,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1502,True,"{'a': 0, 'e': 0}",20,0,23.088528047026625,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1503,True,"{'a': 0, 'e': 0}",20,0,-16.119383924907776,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1504,True,"{'a': 0, 'e': 0}",30,0,8.954768317735185,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
1505,True,"{'a': 0, 'e': 0}",20,0,-26.795290291867556,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1506,True,"{'a': 0, 'e': 0}",30,1,6.687115217541518,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 0}",1
1507,True,"{'a': 0, 'e': 0}",30,0,6.134337321683865,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
1508,True,"{'a': 0, 'e': 0}",20,2,21.99202226568148,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1509,True,"{'a': 0, 'e': 0}",20,0,-18.700470640244106,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1510,True,"{'a': 0, 'e': 0}",25,0,-26.12316015956366,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
1511,True,"{'a': 0, 'e': 0}",35,0,-54.80013950543378,"{0: 32, 1: 1, 2: 0, 3: 0, 4: 2}",0
1512,True,"{'a': 0, 'e': 0}",20,0,3.7426461414668335,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1513,True,"{'a': 0, 'e': 0}",25,0,-37.06002410944701,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
1514,True,"{'a': 0, 'e': 0}",20,0,-110.02328745696418,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
1515,True,"{'a': 0, 'e': 0}",25,0,14.034644860745072,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1516,True,"{'a': 0, 'e': 0}",20,12,-48.62945564236881,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
1517,True,"{'a': 0, 'e': 0}",20,0,-34.34558773283008,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1518,True,"{'a': 0, 'e': 0}",25,0,25.005402462777884,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1519,True,"{'a': 0, 'e': 0}",30,0,-92.1016810489609,"{0: 25, 1: 1, 2: 0, 3: 2, 4: 2}",0
1520,True,"{'a': 0, 'e': 0}",20,0,-19.903438904013427,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
1521,True,"{'a': 0, 'e': 0}",20,0,28.73780855056987,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1522,True,"{'a': 0, 'e': 0}",25,0,14.683681122639928,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1523,True,"{'a': 0, 'e': 0}",30,0,-13.065129767701634,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
1524,True,"{'a': 0, 'e': 0}",25,0,-7.740925722989788,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1525,True,"{'a': 0, 'e': 0}",30,0,2.20953397474751,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
1526,True,"{'a': 0, 'e': 0}",25,0,-40.8733295011549,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
1527,True,"{'a': 0, 'e': 0}",20,0,-58.311852572785696,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
1528,True,"{'a': 0, 'e': 0}",30,0,-68.39680362697408,"{0: 27, 1: 0, 2: 0, 3: 1, 4: 2}",0
1529,True,"{'a': 0, 'e': 0}",20,16,6.934849967758053,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1530,True,"{'a': 0, 'e': 0}",20,0,-4.0626205544803735,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1531,True,"{'a': 0, 'e': 0}",20,0,-37.610945445501756,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
1532,True,"{'a': 0, 'e': 0}",25,0,-31.18095968091203,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
1533,True,"{'a': 0, 'e': 0}",25,0,19.83580797493231,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1534,True,"{'a': 0, 'e': 0}",20,0,-114.44517012727397,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 2}",0
1535,True,"{'a': 0, 'e': 0}",25,0,-29.108675368297337,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",0
1536,True,"{'a': 0, 'e': 0}",25,0,16.354076380748204,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1537,True,"{'a': 0, 'e': 0}",20,0,-46.75226650093407,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
1538,True,"{'a': 0, 'e': 0}",30,0,17.106287503563546,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
1539,True,"{'a': 0, 'e': 0}",25,0,-17.09860261496574,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
1540,True,"{'a': 0, 'e': 0}",20,0,24.924740686097827,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1541,True,"{'a': 0, 'e': 0}",20,14,10.923532443277196,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1542,True,"{'a': 0, 'e': 0}",25,0,-46.66944814394242,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
1543,True,"{'a': 0, 'e': 0}",35,10,-29.490781025640477,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",1
1544,True,"{'a': 0, 'e': 0}",20,0,-93.40991215259774,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
1545,True,"{'a': 0, 'e': 0}",20,0,-3.4747555193672954,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
1546,True,"{'a': 0, 'e': 0}",30,0,-93.6492666721105,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 3}",0
1547,True,"{'a': 0, 'e': 0}",30,20,-6.984736523175558,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1548,True,"{'a': 0, 'e': 0}",20,0,-27.26573689901692,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1549,True,"{'a': 0, 'e': 0}",25,0,6.037403638204594,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1550,True,"{'a': 0, 'e': 0}",20,0,15.806794201666431,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1551,True,"{'a': 0, 'e': 0}",25,0,-83.86277607757934,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
1552,True,"{'a': 0, 'e': 0}",20,0,-76.63161200485132,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
1553,True,"{'a': 0, 'e': 0}",20,0,-63.742663862870536,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",0
1554,True,"{'a': 0, 'e': 0}",25,0,-5.0971043224893595,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1555,True,"{'a': 0, 'e': 0}",30,0,-10.962963162791745,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
1556,True,"{'a': 0, 'e': 0}",20,0,-43.57778647759181,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
1557,True,"{'a': 0, 'e': 0}",20,0,-95.06120998561676,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
1558,True,"{'a': 0, 'e': 0}",25,0,-18.69867980275166,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
1559,True,"{'a': 0, 'e': 0}",25,10,-49.75362716417274,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
1560,True,"{'a': 0, 'e': 0}",20,0,-61.78632109162527,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
1561,True,"{'a': 0, 'e': 0}",20,0,-60.62154948741158,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
1562,True,"{'a': 0, 'e': 0}",30,5,29.364464201334094,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
1563,True,"{'a': 0, 'e': 0}",20,16,7.860805857413246,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1564,True,"{'a': 0, 'e': 0}",20,0,-69.54396897403338,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
1565,True,"{'a': 0, 'e': 0}",20,0,20.016083992280084,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1566,True,"{'a': 0, 'e': 0}",20,0,15.627998858060248,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1567,True,"{'a': 0, 'e': 0}",20,0,-9.918467719556325,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1568,True,"{'a': 0, 'e': 0}",25,0,30.784741772707243,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1569,True,"{'a': 0, 'e': 0}",20,7,18.865061802525283,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1570,True,"{'a': 0, 'e': 0}",20,0,23.25053490558669,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1571,True,"{'a': 0, 'e': 0}",25,0,-29.932156757004336,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",0
1572,True,"{'a': 0, 'e': 0}",20,0,-29.518345551503266,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1573,True,"{'a': 0, 'e': 0}",20,0,19.968778126888733,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1574,True,"{'a': 0, 'e': 0}",20,0,8.576023899569476,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
1575,True,"{'a': 0, 'e': 0}",30,0,-0.5967014353421919,"{0: 27, 1: 2, 2: 0, 3: 1, 4: 0}",0
1576,True,"{'a': 0, 'e': 0}",25,8,-14.160526528693273,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1577,True,"{'a': 0, 'e': 0}",35,0,-8.304289124763239,"{0: 33, 1: 1, 2: 0, 3: 0, 4: 1}",0
1578,True,"{'a': 0, 'e': 0}",25,0,19.82821130375326,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1579,True,"{'a': 0, 'e': 0}",20,0,19.12919838123582,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1580,True,"{'a': 0, 'e': 0}",30,0,-32.097848412790654,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
1581,True,"{'a': 0, 'e': 0}",20,0,-10.898502380455563,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1582,True,"{'a': 0, 'e': 0}",20,0,-157.14948177983794,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 4}",0
1583,True,"{'a': 0, 'e': 0}",20,0,-29.134225959993827,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1584,True,"{'a': 0, 'e': 0}",20,0,-17.808443950248808,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1585,True,"{'a': 0, 'e': 0}",25,0,26.595999405397514,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1586,True,"{'a': 0, 'e': 0}",25,0,-82.20131114896296,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 2}",0
1587,True,"{'a': 0, 'e': 0}",25,0,-13.04022185683284,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1588,True,"{'a': 0, 'e': 0}",20,5,9.202594888379878,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1589,True,"{'a': 0, 'e': 0}",20,0,21.772492556532296,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1590,True,"{'a': 0, 'e': 0}",20,0,-71.62936714712772,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
1591,True,"{'a': 0, 'e': 0}",25,0,-20.27764963728923,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
1592,True,"{'a': 0, 'e': 0}",30,0,-31.028782902343476,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
1593,True,"{'a': 0, 'e': 0}",20,0,-0.4562093452867826,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
1594,True,"{'a': 0, 'e': 0}",20,0,-29.052507258416306,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1595,True,"{'a': 0, 'e': 0}",20,0,-26.07104343450963,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1596,True,"{'a': 0, 'e': 0}",20,0,-43.84133212702242,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1597,True,"{'a': 0, 'e': 0}",20,0,6.312604736440419,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1598,True,"{'a': 0, 'e': 0}",20,11,5.162306228178718,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1599,True,"{'a': 0, 'e': 0}",20,0,-23.15241011370049,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1600,True,"{'a': 0, 'e': 0}",20,0,22.778406692814137,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1601,True,"{'a': 0, 'e': 0}",25,0,-114.16184716594158,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 3}",0
1602,True,"{'a': 0, 'e': 0}",25,0,23.23963270543076,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1603,True,"{'a': 0, 'e': 0}",25,0,-29.74135676723876,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
1604,True,"{'a': 0, 'e': 0}",25,0,-62.51961159348788,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
1605,True,"{'a': 0, 'e': 0}",20,0,-5.058757636202318,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1606,True,"{'a': 0, 'e': 0}",30,24,10.066781773056537,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1607,True,"{'a': 0, 'e': 0}",20,0,16.303183171068795,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1608,True,"{'a': 0, 'e': 0}",30,0,2.707097407883529,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
1609,True,"{'a': 0, 'e': 0}",20,0,-21.315510745634448,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
1610,True,"{'a': 0, 'e': 0}",25,0,28.22672091264157,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1611,True,"{'a': 0, 'e': 0}",20,0,23.242699920690928,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1612,True,"{'a': 0, 'e': 0}",30,8,-4.169347594912337,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
1613,True,"{'a': 0, 'e': 0}",20,0,-80.94598987282622,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
1614,True,"{'a': 0, 'e': 0}",35,21,23.902619643516573,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1615,True,"{'a': 0, 'e': 0}",35,0,-5.957066240869368,"{0: 33, 1: 1, 2: 0, 3: 0, 4: 1}",0
1616,True,"{'a': 0, 'e': 0}",20,6,-107.24157136801719,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 3}",1
1617,True,"{'a': 0, 'e': 0}",25,0,-44.519093052623866,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
1618,True,"{'a': 0, 'e': 0}",30,0,31.19483929710068,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
1619,True,"{'a': 0, 'e': 0}",25,0,-16.19720899176425,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1620,True,"{'a': 0, 'e': 0}",20,0,-80.17676682245215,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
1621,True,"{'a': 0, 'e': 0}",30,20,19.384792516972297,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1622,True,"{'a': 0, 'e': 0}",30,0,-94.53629348268696,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 3}",0
1623,True,"{'a': 0, 'e': 0}",30,0,-20.872611202554463,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
1624,True,"{'a': 0, 'e': 0}",20,0,-27.994976196454413,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1625,True,"{'a': 0, 'e': 0}",30,0,-10.908120516257405,"{0: 27, 1: 0, 2: 1, 3: 2, 4: 0}",0
1626,True,"{'a': 0, 'e': 0}",20,0,3.072332422151596,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
1627,True,"{'a': 0, 'e': 0}",30,16,-21.238443325988236,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1628,True,"{'a': 0, 'e': 0}",30,0,30.014532988051073,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1629,True,"{'a': 0, 'e': 0}",35,0,-81.53131130072414,"{0: 31, 1: 0, 2: 1, 3: 1, 4: 2}",0
1630,True,"{'a': 0, 'e': 0}",20,0,9.767571399082303,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1631,True,"{'a': 0, 'e': 0}",20,0,13.548956638880052,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1632,True,"{'a': 0, 'e': 0}",25,0,-60.270687595658785,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",0
1633,True,"{'a': 0, 'e': 0}",30,0,-25.296050914209797,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
1634,True,"{'a': 0, 'e': 0}",25,0,-74.97538594773752,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
1635,True,"{'a': 0, 'e': 0}",20,0,-14.292972432704506,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1636,True,"{'a': 0, 'e': 0}",20,13,11.71578938927378,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1637,True,"{'a': 0, 'e': 0}",30,0,3.0382197611771,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
1638,True,"{'a': 0, 'e': 0}",35,0,-85.41168475943846,"{0: 30, 1: 0, 2: 2, 3: 1, 4: 2}",0
1639,True,"{'a': 0, 'e': 0}",20,0,13.974990761790588,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1640,True,"{'a': 0, 'e': 0}",25,0,21.78942095267006,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1641,True,"{'a': 0, 'e': 0}",25,0,30.29703800263718,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1642,True,"{'a': 0, 'e': 0}",25,0,29.439380705998897,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1643,True,"{'a': 0, 'e': 0}",20,0,-8.75787006799378,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1644,True,"{'a': 0, 'e': 0}",30,0,-84.4664743100208,"{0: 24, 1: 0, 2: 2, 3: 3, 4: 1}",0
1645,True,"{'a': 0, 'e': 0}",25,0,13.029074687345846,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1646,True,"{'a': 0, 'e': 0}",25,9,-38.59281159539321,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
1647,True,"{'a': 0, 'e': 0}",25,0,-20.49306757003502,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
1648,True,"{'a': 0, 'e': 0}",20,0,-45.7509670115403,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
1649,True,"{'a': 0, 'e': 0}",20,0,32.683591347256964,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1650,True,"{'a': 0, 'e': 0}",30,0,31.9896706810786,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1651,True,"{'a': 0, 'e': 0}",20,11,13.999059112081037,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1652,True,"{'a': 0, 'e': 0}",25,0,-26.40867674432319,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
1653,True,"{'a': 0, 'e': 0}",20,0,5.84600931519326,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1654,True,"{'a': 0, 'e': 0}",25,0,5.732918887872789,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
1655,True,"{'a': 0, 'e': 0}",20,0,-67.27731757631594,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 1}",0
1656,True,"{'a': 0, 'e': 0}",20,0,-105.88319290300015,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",0
1657,True,"{'a': 0, 'e': 0}",25,0,12.895562949898238,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1658,True,"{'a': 0, 'e': 0}",25,0,28.556372409000282,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1659,True,"{'a': 0, 'e': 0}",20,0,-25.197597277934612,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1660,True,"{'a': 0, 'e': 0}",20,16,7.388817350706619,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1661,True,"{'a': 0, 'e': 0}",20,0,-60.76283799313523,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
1662,True,"{'a': 0, 'e': 0}",35,24,-2.3762940922522207,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1663,True,"{'a': 0, 'e': 0}",20,0,-91.01443532508901,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
1664,True,"{'a': 0, 'e': 0}",25,0,-105.18485527156379,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 3}",0
1665,True,"{'a': 0, 'e': 0}",20,0,-14.125479999544062,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1666,True,"{'a': 0, 'e': 0}",20,0,-16.19474406033349,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1667,True,"{'a': 0, 'e': 0}",25,0,-57.37595951627,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
1668,True,"{'a': 0, 'e': 0}",25,0,-52.508081569660824,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
1669,True,"{'a': 0, 'e': 0}",20,0,-16.80893893838182,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1670,True,"{'a': 0, 'e': 0}",30,0,35.93244984799043,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1671,True,"{'a': 0, 'e': 0}",20,0,-25.18268200152996,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1672,True,"{'a': 0, 'e': 0}",20,11,5.820745913721986,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1673,True,"{'a': 0, 'e': 0}",25,0,-44.5612572100257,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
1674,True,"{'a': 0, 'e': 0}",25,0,-30.32748727998053,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
1675,True,"{'a': 0, 'e': 0}",20,0,14.695296974133333,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1676,True,"{'a': 0, 'e': 0}",20,0,-23.682355814668917,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1677,True,"{'a': 0, 'e': 0}",20,0,-174.0186099688392,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 4}",0
1678,True,"{'a': 0, 'e': 0}",30,0,-123.27854119048452,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 3}",0
1679,True,"{'a': 0, 'e': 0}",25,0,-74.15574779081771,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
1680,True,"{'a': 0, 'e': 0}",20,11,5.175782139429486,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1681,True,"{'a': 0, 'e': 0}",20,0,18.156388554014317,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1682,True,"{'a': 0, 'e': 0}",25,0,-33.632423273253266,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
1683,True,"{'a': 0, 'e': 0}",20,0,25.76354926800581,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1684,True,"{'a': 0, 'e': 0}",20,4,-66.77952194346678,"{0: 12, 1: 1, 2: 0, 3: 2, 4: 1}",1
1685,True,"{'a': 0, 'e': 0}",20,0,-23.42659311362525,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",0
1686,True,"{'a': 0, 'e': 0}",25,0,-30.46228944333985,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
1687,True,"{'a': 0, 'e': 0}",20,0,-84.5175468678155,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
1688,True,"{'a': 0, 'e': 0}",20,0,-54.171020199536905,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
1689,True,"{'a': 0, 'e': 0}",20,0,-111.7348905083527,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
1690,True,"{'a': 0, 'e': 0}",20,0,11.936950786877109,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1691,True,"{'a': 0, 'e': 0}",25,0,-14.813148784755015,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1692,True,"{'a': 0, 'e': 0}",20,0,-98.65388016015196,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",0
1693,True,"{'a': 0, 'e': 0}",25,13,-9.574208346570327,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
1694,True,"{'a': 0, 'e': 0}",20,0,22.38710476736934,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1695,True,"{'a': 0, 'e': 0}",20,12,-7.688902074487194,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1696,True,"{'a': 0, 'e': 0}",20,0,-33.78357624431394,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1697,True,"{'a': 0, 'e': 0}",25,11,16.21458650604454,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1698,True,"{'a': 0, 'e': 0}",30,0,-62.566759775758804,"{0: 26, 1: 2, 2: 0, 3: 0, 4: 2}",0
